date_id,arrival_date,year,month,month_name,day,quarter,is_weekend
20170204,2017-02-04,2017,2,February,4,1,True
20170205,2017-02-05,2017,2,February,5,1,True
20170206,2017-02-06,2017,2,February,6,1,False
20170207,2017-02-07,2017,2,February,7,1,False
20170208,2017-02-08,2017,2,February,8,1,False
20170209,2017-02-09,2017,2,February,9,1,False
20170210,2017-02-10,2017,2,February,10,1,False
20170211,2017-02-11,2017,2,February,11,1,True
20170212,2017-02-12,2017,2,February,12,1,True
20170213,2017-02-13,2017,2,February,13,1,False
20170214,2017-02-14,2017,2,February,14,1,False
20170215,2017-02-15,2017,2,February,15,1,False
20170216,2017-02-16,2017,2,February,16,1,False
20170217,2017-02-17,2017,2,February,17,1,False
20170218,2017-02-18,2017,2,February,18,1,True
20170219,2017-02-19,2017,2,February,19,1,True
20170220,2017-02-20,2017,2,February,20,1,False
20170221,2017-02-21,2017,2,February,21,1,False
20170222,2017-02-22,2017,2,February,22,1,False
20170223,2017-02-23,2017,2,February,23,1,False
20170224,2017-02-24,2017,2,February,24,1,False
20170225,2017-02-25,2017,2,February,25,1,True
20170226,2017-02-26,2017,2,February,26,1,True
20170227,2017-02-27,2017,2,February,27,1,False
20170228,2017-02-28,2017,2,February,28,1,False
20170301,2017-03-01,2017,3,March,1,1,False
20170302,2017-03-02,2017,3,March,2,1,False
20170303,2017-03-03,2017,3,March,3,1,False
20170304,2017-03-04,2017,3,March,4,1,True
20170305,2017-03-05,2017,3,March,5,1,True
20170306,2017-03-06,2017,3,March,6,1,False
20170307,2017-03-07,2017,3,March,7,1,False
20170308,2017-03-08,2017,3,March,8,1,False
20170309,2017-03-09,2017,3,March,9,1,False
20170310,2017-03-10,2017,3,March,10,1,False
20170311,2017-03-11,2017,3,March,11,1,True
20170312,2017-03-12,2017,3,March,12,1,True
20170313,2017-03-13,2017,3,March,13,1,False
20170314,2017-03-14,2017,3,March,14,1,False
20170315,2017-03-15,2017,3,March,15,1,False
20170316,2017-03-16,2017,3,March,16,1,False
20170317,2017-03-17,2017,3,March,17,1,False
20170318,2017-03-18,2017,3,March,18,1,True
20170319,2017-03-19,2017,3,March,19,1,True
20170320,2017-03-20,2017,3,March,20,1,False
20170322,2017-03-22,2017,3,March,22,1,False
20170323,2017-03-23,2017,3,March,23,1,False
20170324,2017-03-24,2017,3,March,24,1,False
20170325,2017-03-25,2017,3,March,25,1,True
20170326,2017-03-26,2017,3,March,26,1,True
20170327,2017-03-27,2017,3,March,27,1,False
20170328,2017-03-28,2017,3,March,28,1,False
20170329,2017-03-29,2017,3,March,29,1,False
20170330,2017-03-30,2017,3,March,30,1,False
20170331,2017-03-31,2017,3,March,31,1,False
20170401,2017-04-01,2017,4,April,1,2,True
20170402,2017-04-02,2017,4,April,2,2,True
20170403,2017-04-03,2017,4,April,3,2,False
20170404,2017-04-04,2017,4,April,4,2,False
20170405,2017-04-05,2017,4,April,5,2,False
20170406,2017-04-06,2017,4,April,6,2,False
20170407,2017-04-07,2017,4,April,7,2,False
20170408,2017-04-08,2017,4,April,8,2,True
20170409,2017-04-09,2017,4,April,9,2,True
20170410,2017-04-10,2017,4,April,10,2,False
20170411,2017-04-11,2017,4,April,11,2,False
20170412,2017-04-12,2017,4,April,12,2,False
20170413,2017-04-13,2017,4,April,13,2,False
20170414,2017-04-14,2017,4,April,14,2,False
20170415,2017-04-15,2017,4,April,15,2,True
20170416,2017-04-16,2017,4,April,16,2,True
20170417,2017-04-17,2017,4,April,17,2,False
20170418,2017-04-18,2017,4,April,18,2,False
20170419,2017-04-19,2017,4,April,19,2,False
20170420,2017-04-20,2017,4,April,20,2,False
20170421,2017-04-21,2017,4,April,21,2,False
20170422,2017-04-22,2017,4,April,22,2,True
20170423,2017-04-23,2017,4,April,23,2,True
20170424,2017-04-24,2017,4,April,24,2,False
20170425,2017-04-25,2017,4,April,25,2,False
20170426,2017-04-26,2017,4,April,26,2,False
20170427,2017-04-27,2017,4,April,27,2,False
20170428,2017-04-28,2017,4,April,28,2,False
20170429,2017-04-29,2017,4,April,29,2,True
20170430,2017-04-30,2017,4,April,30,2,True
20170501,2017-05-01,2017,5,May,1,2,False
20170502,2017-05-02,2017,5,May,2,2,False
20170503,2017-05-03,2017,5,May,3,2,False
20170504,2017-05-04,2017,5,May,4,2,False
20170505,2017-05-05,2017,5,May,5,2,False
20170506,2017-05-06,2017,5,May,6,2,True
20170507,2017-05-07,2017,5,May,7,2,True
20170508,2017-05-08,2017,5,May,8,2,False
20170509,2017-05-09,2017,5,May,9,2,False
20170510,2017-05-10,2017,5,May,10,2,False
20170511,2017-05-11,2017,5,May,11,2,False
20170512,2017-05-12,2017,5,May,12,2,False
20170513,2017-05-13,2017,5,May,13,2,True
20170514,2017-05-14,2017,5,May,14,2,True
20170515,2017-05-15,2017,5,May,15,2,False
20170516,2017-05-16,2017,5,May,16,2,False
20170517,2017-05-17,2017,5,May,17,2,False
20170518,2017-05-18,2017,5,May,18,2,False
20170519,2017-05-19,2017,5,May,19,2,False
20170520,2017-05-20,2017,5,May,20,2,True
20170521,2017-05-21,2017,5,May,21,2,True
20170522,2017-05-22,2017,5,May,22,2,False
20170523,2017-05-23,2017,5,May,23,2,False
20170524,2017-05-24,2017,5,May,24,2,False
20170525,2017-05-25,2017,5,May,25,2,False
20170526,2017-05-26,2017,5,May,26,2,False
20170527,2017-05-27,2017,5,May,27,2,True
20170528,2017-05-28,2017,5,May,28,2,True
20170529,2017-05-29,2017,5,May,29,2,False
20170530,2017-05-30,2017,5,May,30,2,False
20170531,2017-05-31,2017,5,May,31,2,False
20170601,2017-06-01,2017,6,June,1,2,False
20170602,2017-06-02,2017,6,June,2,2,False
20170603,2017-06-03,2017,6,June,3,2,True
20170604,2017-06-04,2017,6,June,4,2,True
20170605,2017-06-05,2017,6,June,5,2,False
20170606,2017-06-06,2017,6,June,6,2,False
20170607,2017-06-07,2017,6,June,7,2,False
20170608,2017-06-08,2017,6,June,8,2,False
20170609,2017-06-09,2017,6,June,9,2,False
20170610,2017-06-10,2017,6,June,10,2,True
20170611,2017-06-11,2017,6,June,11,2,True
20170612,2017-06-12,2017,6,June,12,2,False
20170613,2017-06-13,2017,6,June,13,2,False
20170614,2017-06-14,2017,6,June,14,2,False
20170615,2017-06-15,2017,6,June,15,2,False
20170616,2017-06-16,2017,6,June,16,2,False
20170617,2017-06-17,2017,6,June,17,2,True
20170618,2017-06-18,2017,6,June,18,2,True
20170619,2017-06-19,2017,6,June,19,2,False
20170620,2017-06-20,2017,6,June,20,2,False
20170621,2017-06-21,2017,6,June,21,2,False
20170622,2017-06-22,2017,6,June,22,2,False
20170623,2017-06-23,2017,6,June,23,2,False
20170624,2017-06-24,2017,6,June,24,2,True
20170625,2017-06-25,2017,6,June,25,2,True
20170626,2017-06-26,2017,6,June,26,2,False
20170627,2017-06-27,2017,6,June,27,2,False
20170628,2017-06-28,2017,6,June,28,2,False
20170629,2017-06-29,2017,6,June,29,2,False
20170630,2017-06-30,2017,6,June,30,2,False
20170701,2017-07-01,2017,7,July,1,3,True
20170702,2017-07-02,2017,7,July,2,3,True
20170703,2017-07-03,2017,7,July,3,3,False
20170704,2017-07-04,2017,7,July,4,3,False
20170705,2017-07-05,2017,7,July,5,3,False
20170706,2017-07-06,2017,7,July,6,3,False
20170707,2017-07-07,2017,7,July,7,3,False
20170708,2017-07-08,2017,7,July,8,3,True
20170709,2017-07-09,2017,7,July,9,3,True
20170710,2017-07-10,2017,7,July,10,3,False
20170711,2017-07-11,2017,7,July,11,3,False
20170712,2017-07-12,2017,7,July,12,3,False
20170713,2017-07-13,2017,7,July,13,3,False
20170714,2017-07-14,2017,7,July,14,3,False
20170715,2017-07-15,2017,7,July,15,3,True
20170716,2017-07-16,2017,7,July,16,3,True
20170717,2017-07-17,2017,7,July,17,3,False
20170718,2017-07-18,2017,7,July,18,3,False
20170719,2017-07-19,2017,7,July,19,3,False
20170720,2017-07-20,2017,7,July,20,3,False
20170721,2017-07-21,2017,7,July,21,3,False
20170722,2017-07-22,2017,7,July,22,3,True
20170723,2017-07-23,2017,7,July,23,3,True
20170724,2017-07-24,2017,7,July,24,3,False
20170725,2017-07-25,2017,7,July,25,3,False
20170726,2017-07-26,2017,7,July,26,3,False
20170727,2017-07-27,2017,7,July,27,3,False
20170728,2017-07-28,2017,7,July,28,3,False
20170729,2017-07-29,2017,7,July,29,3,True
20170730,2017-07-30,2017,7,July,30,3,True
20170731,2017-07-31,2017,7,July,31,3,False
20170801,2017-08-01,2017,8,August,1,3,False
20170802,2017-08-02,2017,8,August,2,3,False
20170803,2017-08-03,2017,8,August,3,3,False
20170804,2017-08-04,2017,8,August,4,3,False
20170805,2017-08-05,2017,8,August,5,3,True
20170806,2017-08-06,2017,8,August,6,3,True
20170807,2017-08-07,2017,8,August,7,3,False
20170808,2017-08-08,2017,8,August,8,3,False
20170809,2017-08-09,2017,8,August,9,3,False
20170810,2017-08-10,2017,8,August,10,3,False
20170811,2017-08-11,2017,8,August,11,3,False
20170812,2017-08-12,2017,8,August,12,3,True
20170813,2017-08-13,2017,8,August,13,3,True
20170814,2017-08-14,2017,8,August,14,3,False
20170815,2017-08-15,2017,8,August,15,3,False
20170816,2017-08-16,2017,8,August,16,3,False
20170817,2017-08-17,2017,8,August,17,3,False
20170818,2017-08-18,2017,8,August,18,3,False
20170819,2017-08-19,2017,8,August,19,3,True
20170820,2017-08-20,2017,8,August,20,3,True
20170821,2017-08-21,2017,8,August,21,3,False
20170822,2017-08-22,2017,8,August,22,3,False
20170823,2017-08-23,2017,8,August,23,3,False
20170824,2017-08-24,2017,8,August,24,3,False
20170825,2017-08-25,2017,8,August,25,3,False
20170826,2017-08-26,2017,8,August,26,3,True
20170827,2017-08-27,2017,8,August,27,3,True
20170828,2017-08-28,2017,8,August,28,3,False
20170829,2017-08-29,2017,8,August,29,3,False
20170830,2017-08-30,2017,8,August,30,3,False
20170831,2017-08-31,2017,8,August,31,3,False
20160120,2016-01-20,2016,1,January,20,1,False
20151215,2015-12-15,2015,12,December,15,4,False
20151209,2015-12-09,2015,12,December,9,4,False
20170321,2017-03-21,2017,3,March,21,1,False
20160111,2016-01-11,2016,1,January,11,1,False
20151216,2015-12-16,2015,12,December,16,4,False
20151122,2015-11-22,2015,11,November,22,4,True
20160124,2016-01-24,2016,1,January,24,1,True
20160306,2016-03-06,2016,3,March,6,1,True
20161113,2016-11-13,2016,11,November,13,4,True
